id,loss
2515,1929.8387
2522,1355.156
2523,1444.5715
2528,2581.628
2532,4113.118
2536,1234.9377
2538,1912.4856
2539,1106.2416
2540,1970.4724
2545,4180.4346
2548,1230.8208
2549,1092.8682
2553,1861.0137
2563,1648.7815
2566,1926.3469
2574,1436.8524
2575,2504.6018
2584,2107.5254
2588,2830.1902
2589,1085.6342
2592,1639.8444
2596,1549.0051
2598,1799.8557
2602,1202.8226
2603,1303.1019
2607,1618.8866
2609,1641.051
2611,4013.564
2627,1491.2656
2628,1642.7103
2630,2193.1602
2633,2180.3794
2636,7400.3486
2640,1268.6921
2641,1322.6556
2657,3859.0515
2659,1123.2013
2662,1169.2638
2663,1726.3464
2667,1969.0304
2670,1148.0736
2682,1944.2897
2694,2822.6455
2699,5291.5684
2700,2807.398
2703,5566.1924
2708,1909.3103
2714,1050.5876
2725,997.8259
2726,1291.3384
2727,1201.6875
2732,1734.0255
2733,5068.3887
2736,4221.2456
2745,2261.4941
2760,1312.1493
2764,1840.4114
2765,4741.34
2766,961.2313
2775,1782.2985
2783,1857.0784
2784,1083.476
2786,2844.057
2801,1378.0132
2803,1547.3827
2813,3734.7527
2815,5070.007
2816,1421.3478
2818,2578.8535
2819,1986.8608
2822,1587.9141
2825,1894.6578
2826,1324.2299
2830,1719.5105
2834,1471.1194
2835,4340.54
2856,2002.301
2873,5444.0195
2886,4204.269
2892,2569.1763
2896,1040.9844
2897,1234.4812
2899,1923.0869
2901,1146.586
2909,4230.1167
2914,3165.518
2915,1320.3706
2916,2180.986
2919,1054.1788
2926,2459.6355
2927,1906.2649
2933,1571.6108
2934,2589.8987
2941,1681.9537
2942,1677.6205
2946,2256.084
2949,1283.4911
2952,1595.292
2957,7994.725
2962,2008.4163
2963,1061.6189
2965,2187.7788
2966,5039.7246
2971,2516.2688
2975,952.6792
2979,1262.5645
2985,7084.8735
2995,2033.8234
2996,1374.3875
3001,1990.1566
3007,2859.884
3008,1199.286
3014,3231.069
3017,9006.645
3021,1309.0469
3025,2267.1455
3026,1190.3385
3034,2280.2788
3035,2230.4314
3044,2764.0361
3046,3077.2847
3047,3966.6672
3057,2095.061
3059,4476.996
3063,3501.8367
3065,1226.91
3067,2402.1765
3069,1386.3293
3076,2581.955
3086,1175.12
3088,3095.4387
3090,1908.3986
3096,2941.7668
3100,1184.5808
3102,1992.1982
3103,2495.486
3107,1254.9817
3118,1293.9772
3120,3393.7764
3123,1964.5614
3128,1328.5417
3132,1475.5664
3140,1538.1406
3152,2320.5237
3165,2482.162
3183,1495.5365
3190,1137.473
3197,1942.4761
3201,1442.1149
3203,2052.4585
3214,2554.4265
3219,1957.9258
3220,1547.4194
3221,3432.2166
3229,1937.4443
3234,1326.824
3235,3116.9314
3240,1501.6565
3241,1400.6754
3249,2216.8047
3254,1090.9774
3264,2512.6292
3266,1948.9238
3270,1007.7599
3282,1560.831
3285,1815.9756
3289,1270.8716
3291,1476.3802
3295,1978.122
3299,1061.0261
3302,1463.9435
3303,5473.8335
3308,3185.9402
3309,3300.7024
3324,1877.5607
3327,3528.1926
3330,3233.8604
3335,1239.3273
3339,2074.9968
3340,2089.499
3343,1523.4303
3350,3049.815
3353,1863.8431
3356,7050.1685
3361,2652.2173
3368,1115.3054
3376,1485.6498
3381,1329.8064
3383,2368.548
3397,2755.9695
3403,2229.842
3405,1470.585
3410,1552.8885
3412,2523.2822
3416,2812.5999
3417,1735.9954
3423,2674.8389
3427,5205.5903
3435,2764.7224
3439,1144.4407
3441,1807.8055
3450,1451.7413
3453,1162.7067
3454,1417.3984
3458,6785.0205
3459,1602.1989
3467,3345.035
3469,4156.1577
3477,1047.3961
3478,6528.8164
3482,1066.3275
3484,4297.5645
3506,1975.3926
3515,4646.885
3522,2862.7583
3523,1613.6652
3526,1162.8472
3532,1696.1696
3534,1790.2262
3537,1289.8771
3539,1185.5269
3542,4113.6943
3545,1438.1505
3552,1616.241
3554,1339.6886
3573,1871.5509
3576,1436.3058
3577,2610.0369
3580,1310.0818
3583,1206.2017
3584,1512.3452
3609,1315.3217
3613,4445.971
3623,2146.1511
3624,3085.6826
3638,5604.663
3642,1347.3512
3643,2091.5989
3647,1262.2592
3653,1905.4497
3654,3775.621
3656,1507.8556
3658,1134.5603
3659,3394.851
3663,6428.1177
3664,2350.922
3666,996.5298
3681,1218.5149
3689,2577.71
3694,2072.3667
3695,1576.8833
3699,1521.9026
3701,1597.0858
3704,3274.52
3721,1517.4617
3726,3375.965
3727,1847.5901
3729,2365.3508
3731,3644.7522
3738,1570.3625
3740,2592.5427
3744,1626.813
3757,1162.0026
3758,1088.7666
3778,1529.5779
3781,3256.8618
3790,5286.247
3796,1067.1157
3798,5619.9116
3804,1102.0486
3813,1174.5475
3814,1309.7109
3815,2885.6003
3818,1952.7635
3823,2572.7043
3826,5634.7925
3831,1625.3662
3834,2962.616
3835,2507.2185
3849,2166.1912
3850,2810.2605
3855,1903.5225
3864,2128.1394
3867,1793.6505
3871,1301.1238
3879,1903.8602
3880,2506.7004
3882,4023.4546
3884,7490.5547
3893,1640.4248
3895,1444.667
3901,2597.7424
3903,1250.8865
3913,1556.3213
3921,1799.3429
3929,2313.692
3947,1127.3633
3962,2111.0486
3963,1023.5105
3966,1676.315
3975,1786.9166
3976,6288.9575
3977,2375.9016
3978,1426.2853
3979,1177.8323
3983,1706.6311
3985,1080.1594
3989,7022.0254
3992,1625.995
3995,2300.0308
4008,2148.0283
4013,1503.8499
4029,1983.1512
4035,2681.5808
4040,2023.1255
4048,1022.61523
4060,1826.4974
4066,1279.2345
4075,1133.5328
4079,2328.537
4083,1195.7413
4091,1548.0184
4092,5191.289
4093,2154.754
4098,2914.3918
4108,1500.7961
4109,1003.2102
4110,3014.5212
4116,2245.0698
4129,1774.0762
4130,3311.1406
4140,2230.099
4146,1703.0563
4150,4032.456
4151,5667.6714
4153,1226.8844
4169,5146.39
4170,1879.0393
4179,2202.3767
4183,2892.6826
4188,2492.899
4190,1427.1311
4193,1616.1858
4201,6992.956
4205,1499.7964
4210,2374.8162
4226,1863.6735
4229,1868.8313
4241,2517.4382
4242,1246.7367
4257,3532.7422
4258,988.17725
4260,1981.5511
4263,3672.388
4267,1244.6718
4273,2233.108
4274,1933.4894
4277,1163.8835
4281,1618.1361
4283,4281.2954
4293,2481.8262
4294,1324.3962
4305,3608.0098
4307,3070.8713
4318,1712.7345
4325,2428.2725
4327,3691.829
4332,2828.5251
4335,4439.5366
4336,3181.7637
4337,947.67456
4339,3757.3535
4343,1340.4415
4346,1098.3605
4348,1420.7014
4350,3284.418
4358,1852.6296
4359,2469.3362
4363,2134.799
4366,3563.6624
4374,1167.933
4375,1931.8539
4377,1227.3254
4393,2992.8032
4395,2069.973
4400,1256.4836
4402,5435.7773
4404,5267.9814
4415,2086.386
4418,1900.94
4422,1508.7059
4430,1581.7809
4432,1898.3815
4433,1134.1106
4435,4781.8345
4438,1747.1312
4444,1384.5619
4447,2430.3728
4451,4271.075
4452,1910.7733
4457,1667.8127
4459,3120.7131
4469,1097.7704
4471,7437.96
4486,1063.8335
4488,1969.0271
4510,1610.3207
4515,1220.664
4527,4169.3013
4530,1109.7119
4534,1010.60254
4535,2850.7422
4536,1574.5735
4548,2690.9614
4549,1903.6884
4551,4031.2053
4556,2178.3135
4559,969.7257
4564,1386.6619
4570,3653.8545
4575,6116.983
4584,2840.3894
4585,2795.6013
4591,2309.0522
4592,2506.651
4593,1759.1259
4594,1259.5216
4598,1330.3387
4607,2461.6099
4608,1142.58
4620,1972.596
4621,2897.824
4625,2717.4832
4635,3081.0857
4638,3915.738
4652,2202.2163
4657,2320.1846
4658,1590.5211
4666,4489.8286
4672,1448.9579
4676,2714.575
4680,1172.4409
4681,5858.9663
4683,2537.6125
4684,1175.6437
4689,2529.092
4690,2157.2188
4692,2008.5834
4697,1876.5183
4700,1929.5195
4705,10190.035
4721,1748.5306
4726,1491.9972
4729,1093.0082
4731,3684.5215
4736,1927.0177
4739,1919.3757
4740,1758.5767
4753,1330.757
4754,2845.115
4755,3386.9885
4756,1265.71
4759,1881.6619
4764,1274.5413
4771,2912.1184
4772,1333.615
4776,971.0448
4780,2337.2417
4784,1315.9282
4786,1268.2756
4787,2754.2478
4789,1317.0597
4794,1793.5662
4800,1752.4824
4807,2621.34
4813,6875.339
4818,2138.2222
4823,9119.862
4824,1822.989
4829,2404.8667
4830,1101.6566
4835,2359.684
4844,1623.999
4845,1640.3153
4846,2161.14
4847,1124.3179
4854,2689.315
4857,2562.6633
4861,1062.2174
4863,1173.7134
4866,2854.2622
4869,3686.69
4871,1263.9958
4872,1967.0225
4875,1921.9617
4877,6147.9053
4878,1007.79553
4885,1692.5026
4886,1482.6881
4888,3048.2036
4890,1313.4664
4896,1737.1923
4899,2108.928
4913,985.7334
4916,1866.6057
4920,2674.9995
4925,2554.8218
4934,2128.2454
4941,2046.0466
4946,1252.8578
4954,2266.4211
4956,1517.9794
4958,4768.609
4965,1322.7205
4966,1224.8761
4970,2329.4373
4977,1956.6986
4980,2156.7036
4984,1671.2721
4995,1148.327
4997,3020.7705
4999,1538.8005
5005,3179.1895
5011,1812.3915
5015,2450.3367
5016,2137.918
5019,2173.5193
5024,1983.5654
5030,1826.4315
5031,1758.2762
5034,2144.8296
5047,8417.9375
5048,2254.2698
5052,1411.3633
5061,2712.317
5062,4666.799
5067,2267.2366
5068,3386.8833
5077,1441.8275
5079,1764.4028
5090,2109.4587
5094,1957.8448
5103,2080.0645
5104,1118.6786
5106,1987.6022
5107,1957.4268
5110,1170.7556
5114,1351.4655
5116,3775.4783
5121,4296.6855
5122,2217.5876
5124,1087.4576
5132,2985.9182
5133,1807.5496
5138,2092.8623
5143,2099.4148
5153,1896.6514
5154,1831.6235
5155,1184.7078
5160,1771.8442
5169,3469.0808
5172,3115.8198
5173,2694.0852
5179,980.88477
5182,2551.433
5187,1171.2413
5192,3137.8596
5211,1342.6887
5213,2753.8774
5219,1094.5863
5225,2006.756
5226,1303.9651
5227,3407.3435
5228,1928.7838
5239,2250.79
5241,1509.7466
5244,2163.8284
5248,3061.2888
5260,1460.4413
5266,1198.261
5273,1819.087
5280,6143.683
5298,4298.3945
5300,1109.1396
5306,2729.4617
5307,1309.2395
5311,3627.4082
5316,1243.9286
5323,1183.2216
5332,1645.0814
5336,1709.3228
5338,1381.982
5342,1716.7363
5347,1318.233
5355,3541.2517
5357,1914.0027
5362,1112.1029
5363,1250.988
5364,1131.858
5366,2457.5972
5374,4864.318
5375,1042.9647
5379,2350.9941
5380,1818.09
5383,1169.7744
5385,1628.9777
5390,2100.5393
5393,3759.5027
5398,1473.3379
5411,2267.0215
5414,1018.78394
5429,1947.6224
5432,7699.4824
5436,1225.2875
5437,4094.6233
5439,1249.8407
5440,3697.0833
5449,1876.714
5458,1236.9548
5460,1133.5658
5462,1380.5858
5463,2030.7329
5465,2191.0178
5467,2602.6597
5475,2941.207
5483,1941.5546
5485,1232.1187
5489,1822.3328
5493,2557.9216
5497,1057.3856
5501,1637.0074
5506,1268.5873
5507,1315.4906
5510,2999.932
5524,3859.8916
5531,1333.177
5542,3380.2488
5543,1983.0834
5544,3686.4194
5552,1701.396
5560,2107.7698
5563,3281.8438
5573,2412.4805
5579,1357.1165
5584,2942.2651
5585,6637.63
5594,1306.8407
5595,1411.5459
5597,1920.4802
5598,1452.021
5604,1683.8396
5606,1540.4694
5610,1058.6334
5615,3728.7395
5631,1352.6567
5637,1490.3706
5646,1685.4791
5656,2721.9314
5658,8084.158
5666,1355.4144
5668,2777.5337
5673,1316.6075
5680,1305.164
5691,2426.4763
5692,4903.129
5693,2056.8289
5697,3027.07
5698,2145.7734
5700,1669.4379
5704,1817.8523
5705,1804.0481
5707,1082.2571
5710,1289.9406
5716,1080.0972
5720,1576.2659
5722,2237.3308
5727,2152.8542
5733,1345.2286
5737,2456.73
5742,3185.0747
5747,1024.4852
5760,2420.8877
5774,1805.023
5788,4296.0625
5796,1581.2225
5797,1352.476
5800,2079.6077
5812,1516.4285
5814,1495.1777
5818,1349.6753
5819,3751.5076
5823,4010.623
5826,2306.4617
5830,1486.9688
5831,1744.8536
5846,3113.9365
5864,1947.7891
5869,952.5316
5870,3786.045
5879,1439.0088
5883,8377.938
5886,1338.753
5889,4449.538
5904,2376.18
5905,1225.1223
5910,2179.4238
5911,1915.023
5914,1376.6125
5915,1606.1035
5920,1125.947
5925,2046.8044
5926,1998.7214
5934,2684.8757
5939,3176.7246
5941,1044.4084
5943,1101.6893
5949,3114.391
5961,1603.8418
5965,4418.2886
5966,2308.483
5969,982.5182
5970,1744.167
5978,2615.6787
5979,2214.3562
5983,1607.217
5985,5245.384
5989,1579.9078
5997,1345.666
6004,1901.1703
6010,3579.4033
6013,1572.8464
6019,1802.5991
6020,1322.6814
6032,1439.5645
6036,3481.35
6037,4692.21
6039,1485.7273
6050,1754.1942
6051,1549.3387
6053,3794.0112
6057,1934.2565
6059,1215.3124
6067,3273.9463
6068,1413.0825
6075,1492.0554
6078,1157.0809
6079,3279.167
6080,3170.8613
6082,3554.2732
6084,1414.0912
6091,2889.2266
6092,1331.8975
6093,4094.4768
6096,1568.2935
6102,1696.6722
6105,1917.585
6116,2052.9426
6122,1036.9023
6126,1109.4507
6131,3394.7983
6140,3696.263
6141,1365.2621
6146,1110.9371
6147,2434.882
6157,2425.04
6162,1721.4504
6163,1923.9879
6165,2192.382
6170,4310.678
6208,1553.6155
6216,3874.5718
6218,1626.6248
6223,2316.9946
6224,2321.0251
6227,1885.7273
6240,7802.013
6241,1360.6482
6246,1269.9237
6248,3449.271
6249,1479.0192
6255,1768.7064
6261,2514.5298
6262,6747.459
6269,1705.6251
6271,2011.0516
6278,2222.6394
6284,1594.3439
6285,1174.7024
6287,1259.2
6288,2241.687
6291,1987.3812
6296,1040.7173
6297,2874.3555
6304,1695.8772
6309,2157.6118
6310,1040.5155
6311,1838.5564
6316,1508.8638
6319,1467.6268
6332,7126.256
6335,4784.655
6336,1278.4929
6341,1092.6766
6359,1450.5881
6369,1966.4883
6375,996.0488
6378,3406.2808
6380,2476.431
6385,9469.4795
6387,5671.0566
6391,2995.04
6392,1047.5426
6393,2246.6191
6400,1036.1376
6411,1738.265
6415,2238.911
6416,2539.7173
6419,2716.4907
6421,1214.7292
6432,2273.7485
6438,1566.9658
6444,1212.4989
6445,1497.4287
6446,1290.8055
6448,5393.369
6452,1455.9448
6459,1504.6593
6470,3312.2705
6475,1038.1248
6484,1915.6157
6492,2051.7424
6502,1467.9001
6505,1195.0957
6506,1955.3776
6513,1769.3693
6514,2566.2732
6524,4162.44
6525,1027.4498
6528,1538.9861
6529,7513.7515
6531,1900.6735
6538,1737.5938
6541,3586.1812
6546,2507.8882
6553,1049.9475
6563,1030.1334
6567,1535.2668
6586,4667.171
6588,2374.2434
6589,3691.1204
6591,2298.5674
6596,1470.4307
6607,1273.4395
6613,7766.6587
6615,2191.4175
6625,1445.1324
6629,3085.8467
6630,2165.665
6632,1460.9851
6640,1105.2833
6645,2480.62
6648,1900.9897
6656,1564.3218
6658,2546.0884
6661,1464.1232
6663,1811.4062
6665,2235.752
6673,1665.1091
6676,1258.3527
6681,1436.5093
6683,1962.8237
6684,1035.3613
6695,1374.4061
6697,1447.2854
6700,2956.9624
6702,1227.7747
6703,1158.9852
6704,3341.3171
6712,4095.5757
6716,3423.7615
6723,1322.165
6733,3272.441
6734,1719.1395
6739,3680.889
6743,941.8783
6746,1779.2461
6756,1681.0059
6758,1467.4824
6765,1177.9297
6772,2266.6748
6776,2905.9937
6777,1892.7131
6784,2641.0586
6785,1154.6575
6788,1744.6991
6790,1867.9315
6792,1208.1237
6797,1343.0371
6802,2405.3618
6806,1254.7622
6808,1203.6775
6809,2998.726
6810,1307.7589
6814,1334.9845
6815,2414.165
6819,1049.7292
6824,2527.7908
6830,1553.799
6835,3948.6206
6838,1636.3628
6845,5498.3384
6846,1264.0547
6847,2527.7097
6848,5615.518
6849,2907.049
6864,7020.42
6869,1490.2156
6870,1462.7799
6876,1461.2283
6878,2287.315
6890,7217.8374
6892,3171.243
6899,1178.9491
6906,1282.4159
6908,1187.828
6912,2353.8083
6913,1311.1395
6925,1405.0574
6932,1657.9554
6935,1271.0541
6939,1447.231
6946,3006.1128
6950,1197.898
6963,1347.764
6972,4412.5176
6974,1046.8984
6978,2449.7988
6979,1002.9302
6985,2469.8489
6989,3190.2737
7005,1062.3904
7007,1645.571
7009,4151.5117
7015,1112.3748
7036,2684.7983
7047,2804.8396
7049,1198.9045
7054,3036.655
7056,5940.4727
7058,1061.1289
7061,1179.929
7064,1315.96
7066,1704.0883
7069,1017.67993
7085,1612.8927
7086,5551.223
7096,1300.5669
7103,8185.561
7122,1830.0243
7125,3802.689
7126,1150.4379
7130,1431.9187
7134,5268.4
7135,1059.2805
7140,2933.3728
7145,1183.2769
7148,2065.5278
7151,3682.9907
7156,4048.022
7157,1535.0165
7161,1717.838
7163,2225.9849
7168,1130.9819
7170,5105.448
7174,1028.2643
7175,7721.1562
7199,1248.6605
7200,4514.5396
7203,2466.8884
7209,1851.0548
7210,9084.791
7215,1832.5486
7240,3034.4724
7241,1635.1726
7248,2033.686
7253,3771.4668
7260,2943.619
7262,1479.4287
7264,2857.7466
7265,2574.8281
7267,4547.5303
7268,4086.2388
7269,2486.49
7270,1798.2994
7271,977.657
7274,4042.4775
7289,1064.6345
7292,2394.6184
7293,2344.8628
7294,947.31055
7296,4026.353
7298,1323.1165
7299,1833.2697
7304,4407.5864
7305,1350.4532
7308,2368.4434
7309,2072.8652
7310,1439.5725
7311,2371.2896
7312,2041.2418
7317,1532.6095
7319,5782.726
7320,3252.1023
7329,3905.4128
7330,3915.0044
7331,3074.356
7336,1090.446
7353,2333.9338
7358,2996.4128
7363,3022.2104
7365,3504.876
7366,1278.9503
7374,3386.199
7377,1379.2368
7378,3010.3801
7382,1620.0485
7388,1533.7802
7398,2208.2463
7400,1811.5864
7411,1249.0994
7426,2356.5242
7434,5429.1313
7436,1002.16907
7442,1323.1644
7443,1779.8115
7464,1643.5314
7470,2388.2244
7476,1182.9943
7478,1286.5004
7479,1401.5522
7480,2572.4177
7487,1652.5096
7495,2495.7095
7498,2037.8344
7507,4039.7402
7525,3303.7305
7527,1311.3236
7528,1277.4043
7533,1112.9669
7535,2951.578
7536,933.54895
7537,2569.3306
7544,1520.9637
7552,2200.7488
7553,2062.122
7554,2007.4531
7555,1905.662
7556,5084.344
7560,2071.7097
7564,3186.0137
7570,1212.5116
7571,1086.2028
7573,1294.4504
7574,1548.7427
7575,1252.9084
7592,1342.4089
7595,3907.118
7596,1726.6813
7601,2729.951
7608,1931.3203
7610,1261.2506
7613,2038.3833
7623,2676.3464
7630,1452.5309
7638,1117.3915
7643,959.2468
7647,2469.7966
